Gene symbol	Entrez ID	Aliases	Full name
NFKB2	4791	H2TF1, LYT-10, LYT10, NF-kB2, p105, p52, NF-KB2	nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100)
NFKBIA	4792	IKBA, MAD-3, NFKBI	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha
NFKBIB	4793	IKBB, TRIP9	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta
NFKBIZ	64332	IKBZ, INAP, MAIL	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta
NFRKB	4798	INO80G	nuclear factor related to kappaB binding protein
NFYA	4800	CBF-A, CBF-B, HAP2, NF-YA	nuclear transcription factor Y, alpha
NFYB	4801	CBF-A, CBF-B, HAP3, NF-YB	nuclear transcription factor Y, beta
NFYC	4802	CBF-C, CBFC, H1TF2A, HAP5, HSM, NF-YC	nuclear transcription factor Y, gamma
NGF	4803	Beta-NGF, HSAN5, NGFB	nerve growth factor (beta polypeptide)
NGFR	4804	CD271, Gp80-LNGFR, TNFRSF16, p75(NTR), p75NTR	nerve growth factor receptor
NHLH1	4807	HEN1, NSCL, NSCL1, bHLHa35	nescient helix loop helix 1
NHLH2	4808	HEN2, NSCL2, bHLHa34	nescient helix loop helix 2
NKX2-1	7080	BCH, BHC, NK-2, NKX2.1, NKX2A, TEBP, TITF1, TTF-1, TTF1	NK2 homeobox 1
NKX2-2	4821	NKX2.2, NKX2B	NK2 homeobox 2
NKX2-3	159296	CSX3, NK2.3, NKX2.3, NKX2C, NKX4-3	NK2 homeobox 3
NKX2-5	1482	CHNG5, CSX, CSX1, HLHS2, NKX2.5, NKX2E, NKX4-1, VSD3	NK2 homeobox 5
NKX3-1	4824	BAPX2, NKX3, NKX3.1, NKX3A	NK3 homeobox 1
NKX6-1	4825	NKX6.1, NKX6A	NK6 homeobox 1
NLRC4	58484	CARD12, CLAN, CLAN1, CLANA, CLANB, CLANC, CLAND, CLR2.1, IPAF	NLR family, CARD domain containing 4
NLRP2	55655	CLR19.9, NALP2, NBS1, PAN1, PYPAF2	NLR family, pyrin domain containing 2
NME1	4830	AWD, GAAD, NB, NBS, NDKA, NDPK-A, NDPKA, NM23, NM23-H1	NME/NM23 nucleoside diphosphate kinase 1
NME3	4832	DR-nm23, NDPK-C, NDPKC, NM23-H3, NM23H3, c371H6.2	NME/NM23 nucleoside diphosphate kinase 3
NMNAT2	23057	C1orf15, PNAT2	nicotinamide nucleotide adenylyltransferase 2
NOD1	10392	CARD4, CLR7.1, NLRC1	nucleotide-binding oligomerization domain containing 1
NOD2	64127	ACUG, BLAU, CARD15, CD, CLR16.3, IBD1, NLRC2, NOD2B, PSORAS1	nucleotide-binding oligomerization domain containing 2
NODAL	4838	HTX5	nodal growth differentiation factor
NOL7	51406	C6orf90, PQBP3, RARG-1, dJ223E5.2	nucleolar protein 7, 27kDa
NOLC1	9221	NOPP130, NOPP140, NS5ATP13, P130	nucleolar and coiled-body phosphoprotein 1
NONO	4841	NMT55, NRB54, P54, P54NRB	non-POU domain containing, octamer-binding
NOS1	4842	IHPS1, N-NOS, NC-NOS, NOS, bNOS, nNOS	nitric oxide synthase 1 (neuronal)
NOS2	4843	HEP-NOS, INOS, NOS, NOS2A	nitric oxide synthase 2, inducible
NOS3	4846	ECNOS, eNOS	nitric oxide synthase 3 (endothelial cell)
NOSTRIN	115677	DaIP2	nitric oxide synthase trafficker
NOTCH1	4851	TAN1, hN1	notch 1
NOTCH3	4854	CADASIL, CASIL	notch 3
NOTCH4	4855	INT3, NOTCH3	notch 4
NOV	4856	CCN3, IBP-9, IGFBP-9, IGFBP9, NOVh	nephroblastoma overexpressed
NOX1	27035	GP91-2, MOX1, NOH-1, NOH1	NADPH oxidase 1
NOX4	50507	KOX, KOX-1, RENOX	NADPH oxidase 4
NPAS1	4861	MOP5, PASD5, bHLHe11	neuronal PAS domain protein 1
NPAS2	4862	MOP4, PASD4, bHLHe9	neuronal PAS domain protein 2
NPAS3	64067	MOP6, PASD6, bHLHe12	neuronal PAS domain protein 3
NPAS4	266743	Le-PAS, NXF, PASD10, bHLHe79	neuronal PAS domain protein 4
NPAT	4863	E14, E14/NPAT, p220	nuclear protein, ataxia-telangiectasia locus
NPC1L1	29881	NPC11L1	NPC1-like 1
NPHS1	4868	CNF, NPHN, nephrin	nephrosis 1, congenital, Finnish type (nephrin)
NPHS2	7827	PDCN, SRN1	nephrosis 2, idiopathic, steroid-resistant (podocin)
NPM1	4869	B23, NPM	nucleophosmin (nucleolar phosphoprotein B23, numatrin)
NPPA	4878	ANF, ANP, ATFB6, CDD-ANF, PND	natriuretic peptide A
NPPB	4879	BNP	natriuretic peptide B
NPSR1	387129	ASRT2, GPR154, GPRA, NPSR, PGR14, VRR1	neuropeptide S receptor 1
NPY	4852	PYY4	neuropeptide Y
NQO1	1728	DHQU, DIA4, DTD, NMOR1, NMORI, QR1	NAD(P)H dehydrogenase, quinone 1
NQO2	4835	DHQV, DIA6, NMOR2, QR2	NAD(P)H dehydrogenase, quinone 2
NR0B1	190	AHC, AHCH, AHX, DAX-1, DAX1, DSS, GTD, HHG, NROB1, SRXY2	nuclear receptor subfamily 0, group B, member 1
NR0B2	8431	SHP, SHP1	nuclear receptor subfamily 0, group B, member 2
NR1D1	9572	EAR1, THRA1, THRAL, ear-1, hRev	nuclear receptor subfamily 1, group D, member 1
NR1H2	7376	LXR-b, LXRB, NER, NER-I, RIP15, UNR	nuclear receptor subfamily 1, group H, member 2
NR1H3	10062	LXR-a, LXRA, RLD-1	nuclear receptor subfamily 1, group H, member 3
NR1H4	9971	BAR, FXR, HRR-1, HRR1, RIP14	nuclear receptor subfamily 1, group H, member 4
NR1I2	8856	BXR, ONR1, PAR, PAR1, PAR2, PARq, PRR, PXR, SAR, SXR	nuclear receptor subfamily 1, group I, member 2
NR1I3	9970	CAR, CAR1, MB67	nuclear receptor subfamily 1, group I, member 3
NR2C2	7182	TAK1, TR2R1, TR4, hTAK1	nuclear receptor subfamily 2, group C, member 2
NR2E3	10002	ESCS, PNR, RNR, RP37, rd7	nuclear receptor subfamily 2, group E, member 3
NR2F1	7025	COUP-TFI, EAR-3, EAR3, ERBAL3, NR2F2, SVP44, TCFCOUP1, TFCOUP1	nuclear receptor subfamily 2, group F, member 1
NR2F2	7026	ARP1, COUPTFB, COUPTFII, NF-E3, NR2F1, SVP40, TFCOUP2	nuclear receptor subfamily 2, group F, member 2
NR2F6	2063	EAR-2, EAR2, ERBAL2	nuclear receptor subfamily 2, group F, member 6
NR3C1	2908	GCCR, GCR, GR, GRL	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
NR3C2	4306	MCR, MLR, MR, NR3C2VIT	nuclear receptor subfamily 3, group C, member 2
NR4A1	3164	GFRP1, HMR, N10, NAK-1, NGFIB, NP10, NUR77, TR3	nuclear receptor subfamily 4, group A, member 1
NR4A2	4929	HZF-3, NOT, NURR1, RNR1, TINUR	nuclear receptor subfamily 4, group A, member 2
NR4A3	8013	CHN, CSMF, MINOR, NOR1, TEC	nuclear receptor subfamily 4, group A, member 3
NR5A1	2516	AD4BP, ELP, FTZ1, FTZF1, POF7, SF-1, SF1, SPGF8, SRXY3	nuclear receptor subfamily 5, group A, member 1
NR5A2	2494	B1F, B1F2, CPF, FTF, FTZ-F1, FTZ-F1beta, LRH-1, LRH1, hB1F-2	nuclear receptor subfamily 5, group A, member 2
NRAS	4893	ALPS4, N-ras, NRAS1, NS6	neuroblastoma RAS viral (v-ras) oncogene homolog
NRF1	4899	ALPHA-PAL, Nrf1	nuclear respiratory factor 1
NRIP1	8204	RIP140	nuclear receptor interacting protein 1
NRL	4901	D14S46E, NRL-MAF, RP27	neural retina leucine zipper
NRP1	8829	BDCA4, CD304, NP1, NRP, VEGF165R	neuropilin 1
NRXN1	9378	Hs.22998, PTHSL2, SCZD17	neurexin 1
NSD1	64324	ARA267, KMT3B, SOTOS, SOTOS1, STO	nuclear receptor binding SET domain protein 1
NSFL1C	55968	P47, UBX1, UBXD10, UBXN2C, dJ776F14.1	NSFL1 (p97) cofactor (p47)
NT5E	4907	CD73, E5NT, NT, NT5, NTE, eN, eNT	5'-nucleotidase, ecto (CD73)
NTF3	4908	HDNF, NGF-2, NGF2, NT3	neurotrophin 3
NTRK1	4914	MTC, TRK, TRK1, TRKA, Trk-A, p140-TrkA	neurotrophic tyrosine kinase, receptor, type 1
NTRK3	4916	TRKC, gp145(trkC)	neurotrophic tyrosine kinase, receptor, type 3
NTS	4922	NMN-125, NN, NT, NT/N, NTS1	neurotensin
NUCB1	4924	CALNUC, NUC	nucleobindin 1
NUPR1	26471	COM1, P8	nuclear protein, transcriptional regulator, 1
OAS1	4938	IFI-4, OIAS, OIASI	2'-5'-oligoadenylate synthetase 1, 40/46kDa
OAT	4942	GACR, HOGA, OATASE, OKT	ornithine aminotransferase
OCA2	4948	BEY, BEY1, BEY2, BOCA, D15S12, EYCL, EYCL2, EYCL3, HCL3, P, PED, SHEP1	oculocutaneous albinism II
OCLN	100506658	BLCPMG	occludin
ODC1	4953	ODC	ornithine decarboxylase 1
OGG1	4968	HMMH, HOGG1, MUTM, OGH1	8-oxoguanine DNA glycosylase
OGN	4969	OG, OIF, SLRR3A	osteoglycin
OLFM4	10562	GC1, GW112, OLM4, OlfD, UNQ362, bA209J19.1, hGC-1, hOLfD	olfactomedin 4
OLIG2	10215	BHLHB1, OLIGO2, PRKCBP2, RACK17, bHLHe19	oligodendrocyte lineage transcription factor 2
OLR1	4973	CLEC8A, LOX1, LOXIN, SCARE1, SLOX1	oxidized low density lipoprotein (lectin-like) receptor 1
ONECUT1	3175	HNF-6, HNF6, HNF6A	one cut homeobox 1
ONECUT2	9480	OC-2, OC2	one cut homeobox 2
OPRM1	4988	LMOR, M-OR-1, MOP, MOR, MOR1, OPRM	opioid receptor, mu 1
OPTN	10133	ALS12, FIP2, GLC1E, HIP7, HYPL, NRP, TFIIIA-INTP	optineurin
OTC	5009	OCTD	ornithine carbamoyltransferase
OTX2	5015	CPHD6, MCOPS5	orthodenticle homeobox 2
OXT	5020	OT, OT-NPI, OXT-NPI	oxytocin/neurophysin I prepropeptide
OXTR	5021	OT-R	oxytocin receptor
P2RX4	5025	P2X4, P2X4R	purinergic receptor P2X, ligand-gated ion channel, 4
P2RY10	27334	P2Y10	purinergic receptor P2Y, G-protein coupled, 10
P4HA1	5033	P4HA	prolyl 4-hydroxylase, alpha polypeptide I
PA2G4	5036	EBP1, HG4-1, p38-2G4	proliferation-associated 2G4, 38kDa
PADI1	29943	HPAD10, PAD1, PDI, PDI1	peptidyl arginine deiminase, type I
PADI3	51702	PAD3, PDI3	peptidyl arginine deiminase, type III
PAEP	5047	GD, GdA, GdF, GdS, PAEG, PEP, PP14	progestagen-associated endometrial protein
PAK1	5058	PAKalpha	p21 protein (Cdc42/Rac)-activated kinase 1
PANK2	80025	C20orf48, HARP, HSS, NBIA1, PKAN	pantothenate kinase 2
PAPSS2	9060	ATPSK2, BCYM4, SK2	3'-phosphoadenosine 5'-phosphosulfate synthase 2
PARG	8505	PARG99	poly (ADP-ribose) glycohydrolase
PARK2	5071	AR-JP, LPRS2, PDJ, PRKN	parkinson protein 2, E3 ubiquitin protein ligase (parkin)
PARP1	142	ADPRT, ADPRT 1, ADPRT1, ARTD1, PARP, PARP-1, PPOL, pADPRT-1	poly (ADP-ribose) polymerase 1
PAWR	5074	PAR4, Par-4	PRKC, apoptosis, WT1, regulator
PAX1	5075	HUP48	paired box 1
PAX2	5076	PAPRS	paired box 2
PAX3	5077	CDHS, HUP2, WS1, WS3	paired box 3
PAX4	5078	KPD, MODY9, Pax4	paired box 4
PAX5	5079	BSAP	paired box 5
PAX6	5080	AN, AN2, D11S812E, MGDA, WAGR	paired box 6
PAX7	5081	HUP1, PAX7B, RMS2	paired box 7
PBK	55872	CT84, Nori-3, SPK, TOPK	PDZ binding kinase
PBX2	5089	G17, HOX12, PBX2MHC	pre-B-cell leukemia homeobox 2
PBXIP1	57326	HPIP	pre-B-cell leukemia homeobox interacting protein 1
PC	5091	PCB	pyruvate carboxylase
PCBD1	5092	DCOH, PCBD, PCD, PHS	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha
PCGF2	7703	MEL-18, RNF110, ZNF144	polycomb group ring finger 2
PCK1	5105	PEPCK-C, PEPCK1, PEPCKC	phosphoenolpyruvate carboxykinase 1 (soluble)
PCK2	5106	PEPCK, PEPCK-M, PEPCK2	phosphoenolpyruvate carboxykinase 2 (mitochondrial)
PCNA	5111	PCNA p120, MGC8367	proliferating cell nuclear antigen
PCSK1	5122	BMIQ12, NEC1, PC1, PC3, SPC3	proprotein convertase subtilisin/kexin type 1
PCSK2	5126	NEC 2, NEC-2, NEC2, PC2, SPC2	proprotein convertase subtilisin/kexin type 2
PCSK6	5046	PACE4, SPC4	proprotein convertase subtilisin/kexin type 6
PCSK9	255738	FH3, HCHOLA3, LDLCQ1, NARC-1, NARC1, PC9	proprotein convertase subtilisin/kexin type 9
PCYT1A	5130	CCTA, CT, CTA, CTPCT, PCYT1	phosphate cytidylyltransferase 1, choline, alpha
PCYT2	5833	ET	phosphate cytidylyltransferase 2, ethanolamine
PDCD1	5133	CD279, PD-1, PD1, SLEB2, hPD-1, hPD-l	programmed cell death 1
PDCD11	22984	ALG-4, ALG4, NFBP, RRP5	programmed cell death 11
PDCD2	5134	RP8, ZMYND7	programmed cell death 2
PDCD4	27250	H731	programmed cell death 4 (neoplastic transformation inhibitor)
PDCD5	9141	TFAR19	programmed cell death 5
PDE5A	8654	CGB-PDE, CN5A, PDE5	phosphodiesterase 5A, cGMP-specific
PDE6A	5145	CGPR-A, PDEA, RP43	phosphodiesterase 6A, cGMP-specific, rod, alpha
PDE6B	5158	CSNB3, CSNBAD2, PDEB, RP40, rd1	phosphodiesterase 6B, cGMP-specific, rod, beta
PDE7A	5150	HCP1, PDE7	phosphodiesterase 7A
PDGFA	5154	PDGF-A, PDGF1	platelet-derived growth factor alpha polypeptide
PDGFB	5155	PDGF-2, PDGF2, SIS, SSV, c-sis	platelet-derived growth factor beta polypeptide
PDGFC	56034	FALLOTEIN, SCDGF	platelet derived growth factor C
PDGFRA	5156	CD140A, PDGFR-2, PDGFR2, RHEPDGFRA	platelet-derived growth factor receptor, alpha polypeptide
PDGFRB	5159	CD140B, IBGC4, JTK12, PDGFR, PDGFR-1, PDGFR1	platelet-derived growth factor receptor, beta polypeptide
PDHA1	5160	PDHA, PDHCE1A, PHE1A	pyruvate dehydrogenase (lipoamide) alpha 1
PDHX	8050	DLDBP, E3BP, OPDX, PDX1, proX	pyruvate dehydrogenase complex, component X
PDIA2	64714	PDA2, PDI, PDIP, PDIR	protein disulfide isomerase family A, member 2
PDIA6	10130	ERP5, P5, TXNDC7	protein disulfide isomerase family A, member 6
PDK2	5164	PDHK2, PDKII	pyruvate dehydrogenase kinase, isozyme 2
PDPK1	5170	PDK1, PDPK2, PRO0461	3-phosphoinositide dependent protein kinase-1
PDX1	3651	GSF, IDX-1, IPF1, IUF1, MODY4, PDX-1, STF-1	pancreatic and duodenal homeobox 1
PDYN	5173	ADCA, PENKB, SCA23	prodynorphin
PEA15	8682	HMAT1, HUMMAT1H, MAT1, MAT1H, PEA-15, PED	phosphoprotein enriched in astrocytes 15
PEBP1	5037	HCNP, HCNPpp, PBP, PEBP, PEBP-1, RKIP	phosphatidylethanolamine binding protein 1
PECAM1	5175	CD31, CD31/EndoCAM, GPIIA', PECA1, PECAM-1, endoCAM	platelet/endothelial cell adhesion molecule 1
PEG10	23089	EDR, HB-1, MEF3L, Mar2, Mart2, RGAG3	paternally expressed 10
PEG3	5178	PW1, ZKSCAN22, ZNF904, ZSCAN24	paternally expressed 3
PELO	53918	PRO1770	pelota homolog (Drosophila)
PELP1	27043	HMX3, MNAR, P160	proline, glutamate and leucine rich protein 1
PER1	5187	PER, RIGUI, hPER	period circadian clock 1
PER2	8864	FASPS	period circadian clock 2
PER3	8863	GIG13	period circadian clock 3
PERP	64065	KCP1, KRTCAP1, PIGPC1, RP3-496H19.1, THW, dJ496H19.1	PERP, TP53 apoptosis effector
PF4	5196	CXCL4, PF-4, SCYB4	platelet factor 4
PFDN4	5203	C1, PFD4	prefoldin subunit 4
PFKFB3	5209	IPFK2, PFK2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
PFKP	5214	PFK-C, PFKF	phosphofructokinase, platelet
PGA5	5222	PGA3, PGA4	pepsinogen 5, group I (pepsinogen A)
PGF	5228	D12S1900, PGFL, PLGF, PlGF-2, SHGC-10760	placental growth factor
PGK1	5230	MIG10, PGKA	phosphoglycerate kinase 1
PGLYRP2	114770	HMFT0141, PGLYRPL, PGRP-L, PGRPL, TAGL-like, tagL, tagL-alpha, tagl-beta	peptidoglycan recognition protein 2
PGR	5241	NR3C3, PR	progesterone receptor
PHB	5245	PHB1	prohibitin
PHB2	11331	BAP, BCAP37, Bap37, PNAS-141, REA, p22	prohibitin 2
PHF10	55274	BAF45A, XAP135	PHD finger protein 10
PHF8	23133	JHDM1F, MRXSSD, ZNF422	PHD finger protein 8
PHGDH	26227	3-PGDH, 3PGDH, PDG, PGAD, PGD, PGDH, SERA	phosphoglycerate dehydrogenase
PHLDA1	22822	DT1P1B11, PHRIP, TDAG51	pleckstrin homology-like domain, family A, member 1
PHOX2A	401	ARIX, CFEOM2, FEOM2, NCAM2, PMX2A	paired-like homeobox 2a
PHOX2B	8929	NBLST2, NBPhox, PMX2B	paired-like homeobox 2b
PIAS1	8554	DDXBP1, GBP, GU/RH-II, ZMIZ3	protein inhibitor of activated STAT, 1
PIAS2	9063	ARIP3, DIP, MIZ, MIZ1, PIASX, PIASX-ALPHA, PIASX-BETA, SIZ2, ZMIZ4	protein inhibitor of activated STAT, 2
PIAS3	10401	ZMIZ5	protein inhibitor of activated STAT, 3
PIAS4	51588	PIASY, Piasg, ZMIZ6	protein inhibitor of activated STAT, 4
PIK3CA	5290	CLOVE, CWS5, MCAP, MCM, MCMTC, PI3K, p110-alpha	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha
PIK3CD	5293	P110DELTA, PI3K, p110D	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit delta
PIK3R3	8503	p55, p55-GAMMA	phosphoinositide-3-kinase, regulatory subunit 3 (gamma)
PIM1	5292	PIM	pim-1 oncogene
PIN1	5300	DOD, UBL5	peptidylprolyl cis/trans isomerase, NIMA-interacting 1
PIP	5304	GCDFP-15, GCDFP15, GPIP4	prolactin-induced protein
PIP5K1C	23396	LCCS3, PIP5K-GAMMA, PIP5Kgamma, PIPKIg_v4	phosphatidylinositol-4-phosphate 5-kinase, type I, gamma
PITX1	5307	BFT, CCF, LBNBG, POTX, PTX1	paired-like homeodomain 1
PITX2	5308	ARP1, Brx1, IDG2, IGDS, IGDS2, IHG2, IRID2, Otlx2, PTX2, RGS, RIEG, RIEG1, RS	paired-like homeodomain 2
PITX3	5309	CTPP4, PTX3	paired-like homeodomain 3
PIWIL1	9271	HIWI, MIWI, PIWI	piwi-like RNA-mediated gene silencing 1
PKLR	5313	PK1, PKL, PKR, PKRL, RPK	pyruvate kinase, liver and RBC
PKM	5315	CTHBP, OIP3, PK3, PKM2, TCB, THBP1	pyruvate kinase, muscle
PKNOX1	5316	PREP1, pkonx1c	PBX/knotted 1 homeobox 1
PLA2G2A	5320	MOM1, PLA2, PLA2B, PLA2L, PLA2S, PLAS1, sPLA2	phospholipase A2, group IIA (platelets, synovial fluid)
PLAA	9373	DOA1, PLA2P, PLAP	phospholipase A2-activating protein
PLAC1	10761	CT92	placenta-specific 1
PLAG1	5324	PSA, SGPA, ZNF912	pleiomorphic adenoma gene 1
PLAGL1	5325	LOT1, ZAC, ZAC1	pleiomorphic adenoma gene-like 1
PLAGL2	5326	ZNF900	pleiomorphic adenoma gene-like 2
PLAT	5327	T-PA, TPA	plasminogen activator, tissue
PLAU	5328	ATF, BDPLT5, QPD, UPA, URK, u-PA	plasminogen activator, urokinase
PLAUR	5329	CD87, U-PAR, UPAR, URKR, uPAR	plasminogen activator, urokinase receptor
PLB1	151056	PLB, PLB/LIP, hPLB	phospholipase B1
PLIN1	5346	FPLD4, PERI, PLIN	perilipin 1
PLIN2	123	ADFP, ADRP	perilipin 2
PLK1	5347	PLK, STPK13	polo-like kinase 1
PLK3	1263	CNK, FNK, PRK	polo-like kinase 3
PLK4	10733	SAK, STK18	polo-like kinase 4
PLOD1	5351	EDS6, LH, LH1, LLH, PLOD	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1
PLRG1	5356	Cwc1, PRL1, PRP46, PRPF46, TANGO4	pleiotropic regulator 1
PLSCR1	5359	MMTRA1B	phospholipid scramblase 1
PLTP	5360	BPIFE, HDLCQ9	phospholipid transfer protein
PLXNA1	5361	NOV, NOVP, PLEXIN-A1, PLXN1	plexin A1
PMAIP1	5366	APR, NOXA	phorbol-12-myristate-13-acetate-induced protein 1
PMEL	6490	D12S53E, ME20, ME20-M, ME20M, P1, P100, PMEL17, SI, SIL, SILV, gp100	premelanosome protein
PMEPA1	56937	STAG1, TMEPAI	prostate transmembrane protein, androgen induced 1
PML	5371	MYL, PP8675, RNF71, TRIM19	promyelocytic leukemia
PMP22	5376	CMT1A, CMT1E, DSS, GAS-3, HMSNIA, HNPP, Sp110	peripheral myelin protein 22
PNOC	5368	PPNOC	prepronociceptin
PNRC1	10957	B4-2, PNAS-145, PROL2, PRR2	proline-rich nuclear receptor coactivator 1
PODXL	5420	Gp200, PC, PCLP, PCLP-1	podocalyxin-like
POLA1	5422	POLA, p180, DNA Pol alpha	polymerase (DNA directed), alpha 1, catalytic subunit
POLD1	5424	CDC2, CRCS10, POLD	polymerase (DNA directed), delta 1, catalytic subunit
POLE2	5427	DPE2	polymerase (DNA directed), epsilon 2, accessory subunit
POLH	5429	RAD30, RAD30A, XP-V, XPV	polymerase (DNA directed), eta
POLK	51426	DINB1, DINP, POLQ	polymerase (DNA directed) kappa
POLR1A	25885	A190, RPA1, RPA194, RPO1-4, RPO14	polymerase (RNA) I polypeptide A, 194kDa
POLR2C	5432	RPB3, RPB31, hRPB33, hsRPB3	polymerase (RNA) II (DNA directed) polypeptide C, 33kDa
POLR3D	661	BN51T, RPC4, RPC53, TSBN51	polymerase (RNA) III (DNA directed) polypeptide D, 44kDa
POMGNT1	55624	GNTI.2, GnT I.2, LGMD2O, MDDGA3, MDDGB3, MDDGC3, MEB, MGAT1.2, gnT-I.2	protein O-linked mannose beta1,2-N-acetylglucosaminyltransferase
PON1	5444	ESA, MVCD5, PON	paraoxonase 1
POR	5447	CPR, CYPOR, P450R	P450 (cytochrome) oxidoreductase
POSTN	10631	OSF-2, OSF2, PDLPOSTN, PN, RP11-412K4.1, periostin	periostin, osteoblast specific factor
POU1F1	5449	CPHD1, GHF-1, PIT1, POU1F1a, Pit-1	POU class 1 homeobox 1
POU2AF1	5450	BOB1, OBF-1, OBF1, OCAB	POU class 2 associating factor 1
POU2F1	5451	OCT1, OTF1, oct-1B	POU class 2 homeobox 1
POU2F2	5452	OCT2, OTF2, Oct-2	POU class 2 homeobox 2
POU2F3	25833	Epoc-1, OCT-11, OCT11, OTF-11, PLA-1, PLA1, Skn-1a	POU class 2 homeobox 3
POU3F1	5453	OCT6, OTF6, SCIP	POU class 3 homeobox 1
POU3F2	5454	BRN2, N-Oct3, OCT7, OTF-7, OTF7, POUF3, brn-2, oct-7	POU class 3 homeobox 2
POU3F4	5456	BRAIN-4, BRN-4, BRN4, DFN3, DFNX2, OCT-9, OTF-9, OTF9	POU class 3 homeobox 4
POU4F1	5457	BRN3A, Oct-T1, RDC-1, brn-3A	POU class 4 homeobox 1
POU4F2	5458	BRN3.2, BRN3B, Brn-3b	POU class 4 homeobox 2
POU5F1	5460	OCT3, OCT4, OTF-3, OTF3, OTF4, Oct-3, Oct-4	POU class 5 homeobox 1
PPARA	5465	NR1C1, PPAR, PPARalpha, hPPAR, Ppara	peroxisome proliferator-activated receptor alpha
PPARD	5467	FAAR, NR1C2, NUC1, NUCI, NUCII, PPARB	peroxisome proliferator-activated receptor delta
PPARG	5468	CIMT1, GLM1, NR1C3, PPARG1, PPARG2, PPARgamma	peroxisome proliferator-activated receptor gamma
PPARGC1A	10891	LEM6, PGC-1(alpha), PGC-1v, PGC1, PGC1A, PPARGC1	peroxisome proliferator-activated receptor gamma, coactivator 1 alpha
PPBP	5473	B-TG1, Beta-TG, CTAP-III, CTAP3, CTAPIII, CXCL7, LA-PF4, LDGF, MDGF, NAP-2, PBP, SCYB7, TC1, TC2, TGB, TGB1, THBGB, THBGB1	pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)
PPIG	9360	CARS-Cyp, CYP, SCAF10, SRCyp	peptidylprolyl isomerase G (cyclophilin G)
PPM1D	8493	PP2C-DELTA, WIP1	protein phosphatase, Mg2+/Mn2+ dependent, 1D
PPOX	5498	PPO, V290M, VP	protoporphyrinogen oxidase
PPP1R13B	23368	ASPP1, p53BP2-like, p85	protein phosphatase 1, regulatory subunit 13B
PPP1R3C	5507	PPP1R5	protein phosphatase 1, regulatory subunit 3C
PPP2CA	5515	PP2Ac, PP2CA, PP2Calpha, RP-C	protein phosphatase 2, catalytic subunit, alpha isozyme
PPP2R2B	5521	B55BETA, PP2AB55BETA, PP2ABBETA, PP2APR55B, PP2APR55BETA, PR2AB55BETA, PR2ABBETA, PR2APR55BETA, PR52B, PR55-BETA, PR55BETA, SCA12	protein phosphatase 2, regulatory subunit B, beta
PPP2R2D	55844	MDS026	protein phosphatase 2, regulatory subunit B, delta
PPP2R4	5524	PP2A, PR53, PTPA	protein phosphatase 2A activator, regulatory subunit 4
PRAM1	84106	PML-RAR, PRAM-1	PML-RARA regulated adaptor molecule 1
PRAME	23532	CT130, MAPE, OIP-4, OIP4	preferentially expressed antigen in melanoma
PRC1	9055	ASE1	protein regulator of cytokinesis 1
PRDM1	639	BLIMP1, PRDI-BF1	PR domain containing 1, with ZNF domain
PRDM14	63978	PFM11	PR domain containing 14
PRDM2	7799	HUMHOXY1, KMT8, MTB-ZF, RIZ, RIZ1, RIZ2	PR domain containing 2, with ZNF domain
PRDX2	7001	NKEF-B, NKEFB, PRP, PRX2, PRXII, PTX1, TDPX1, TPX1, TSA	peroxiredoxin 2
PRDX3	10935	AOP-1, AOP1, HBC189, MER5, PRO1748, SP-22, prx-III	peroxiredoxin 3
PRDX5	25824	ACR1, AOEB166, B166, PLP, PMP20, PRDX6, PRXV	peroxiredoxin 5
PREB	10113	SEC12	prolactin regulatory element binding
PRF1	5551	FLH2, HPLH2, P1, PFN1, PFP	perforin 1 (pore forming protein)
PRG2	5553	BMPG, MBP, MBP1	proteoglycan 2, bone marrow (natural killer cell activator, eosinophil granule major basic protein)
PRG3	10394	MBP2, MBPH	proteoglycan 3
PRKAB1	5564	AMPK, HAMPKb	protein kinase, AMP-activated, beta 1 non-catalytic subunit
PRKCA	5578	AAG6, PKC-alpha, PKCA, PRKACA	protein kinase C, alpha
PRKCB	5579	PKC-beta, PKCB, PRKCB1, PRKCB2	protein kinase C, beta
PRKCE	5581	PKCE, nPKC-epsilon	protein kinase C, epsilon
PRKCQ	5588	PRKCT, nPKC-theta	protein kinase C, theta
PRM1	5619	CT94.1, P1	protamine 1
PRMT1	3276	ANM1, HCP1, HRMT1L2, IR1B4	protein arginine methyltransferase 1
PRNP	5621	ASCR, AltPrP, CD230, CJD, GSS, KURU, PRIP, PrP, PrP27-30, PrP33-35C, PrPc, p27-30	prion protein
PROC	5624	APC, PC, PROC1, THPH3, THPH4	protein C (inactivator of coagulation factors Va and VIIIa)
